Catalyst,SMR_VSA9,SpMax_A,ATSC3dv,BCUTse-1l,BCUTZ-1l,MATS5c,BCUTm-1l,MATS5se,C3SP3,NsssCH,ATSC5c,MATS6c,ATS7are,ATS8i,PEOE_VSA6,MAXaaaC,AATSC6c,MINssO,ATSC6c,GATS3v,BalabanJ,AATSC7Z,AATS7se,ETA_dEpsilon_C,GGI6,SaaaC,ATS7se,ATS6p,MATS7Z,ATSC8Z,GATS1d,MATS2p,GATS7p,ATSC4v,SIC4,MATS7pe,MATS2i,ATSC8m,AATSC4v,MINaaaC,AATS7p,GATS6are,MATS4p,AATSC2i,GATS5pe,AATS3are,GGI5,ETA_dEpsilon_D,AATS3pe,MATS8se,AATSC6Z,ATS6Z,nHeavyAtom,MATS7se,AATS3s,SpDiam_A,SpAbs_Dzpe,GATS2dv,AATSC2p,GATS5c,MATS3v,AATSC2c,MATS4v,ATS3are,AATS3m,RPCG,ETA_shape_y,ATSC2p,ATS4p,ATSC6se,GATS6Z,ZMIC3,AETA_beta_s,AATSC5i,Xpc-6dv,ATS7v,GATS5d,AXp-6dv,SsOH,AATS0s,nBondsKS,MDEC-33,ATS6m,BCUTc-1l,ATS3p,MATS3p,MATS6s,AATSC5se,AATSC8are,ATSC2Z,AATSC0s,GATS5s,MIC2,MATS8are,MATS8pe,ATSC0d,MATS6m,AATSC8Z,AATSC0c,AETA_beta_ns_d
O=P1(O)OC2=C(C3=CC=CC=C3)C=C4C(C=CC=C4)=C2C5=C(O1)C(C6=CC=CC=C6)=CC7=C5C=CC=C7,44.87973261674978,2.6082491572251736,62.004286490215975,2.3848524458390887,5.639162088008982,0.0516996693371856,11.65032341992658,-0.0425909553421516,0,0,0.1533398248163555,0.0254813309741001,1314.716,31401.81531770036,109.19460723230902,0.998630060048711,0.0004472008307074,5.949124858276644,0.0849681578344088,0.8447829166436578,1.307960383961498,-2.854866977362765,7.765912341232227,-0.0468013468013467,1.6689342403628116,3.829289493575209,1638.6075039999998,355.9236725850941,-0.3389726285418728,-468.31866825208095,0.7105398899587343,-0.0190614400584017,1.3166900786643128,331.5978833354845,0.8991512530158887,-0.2476203019528224,0.0341398256511042,-2198.92840361782,2.181565021943977,0.9160146867388932,1.662489187524365,1.5736833021950465,0.0481878908073204,0.0471611004918658,1.1743154010260852,6.083636363636364,2.3199999999999994,0.0125651967757229,6.234055944055947,-0.1749828283860013,-1.3756555479066268,4904.0,37,-0.2077657964163458,2.917407695185472,5.172527179634516,289.2700159133222,0.6703739888439977,-0.0063100224858626,1.4264177449738258,0.0694118156072755,0.0074381323232687,0.0429115056054853,869.96,90.55499644425176,0.23498991842057,0.3272727272727272,-0.6625523610155809,283.41259799988603,-1.9422647841854948,1.326556543837357,46.28462148371203,0.6216216216216216,-0.0203226468085982,6.667960971326943,47057.55993108499,1.3723089945711886,0.0125550497048855,11.04595679012346,4.205698412510708,47,24.31470707006488,18527.485237632,-0.4381500173586602,264.91074874588594,0.0690065206710396,-0.0208642290232782,-0.0028262566031562,-0.0217522277400853,-0.8049940546967157,1.1545490931305786,1.020491515127165,35.7629171209671,-0.2118904263888787,-0.2390974507981228,37.60344827586208,-0.1604310501056649,-2.29567974633373,0.0175501362610124,0.0
O=P1(O)OC2=C(C3=C(F)C=C(OC)C=C3F)C=C4C(C=CC=C4)=[C@]2[C@]5=C(O1)C(C6=C(F)C=C(OC)C=C6F)=CC7=C5C=CC=C7,56.37875628331759,2.619662633359297,-1.675679352446954,2.3847392837593584,5.639108749422309,0.1405416938857077,11.650298817125115,0.021576737584101,0,0,0.7540325003422359,-0.2285466375166788,1573.0559999999998,35674.20909829263,48.53093654769288,0.4873916054918041,-0.006161786429532,5.001504998262033,-1.2939751502017314,0.8143576409799725,1.308297545477516,-1.4800119666429823,8.482375058823528,-0.1277110147194766,2.8246712018140583,1.8827570242207696,1874.604888,369.748319537094,-0.1662780389636033,-472.14876033057845,0.7073820395738204,0.1194377455364132,1.3184159439027865,-297.3600128090705,0.8909338136794022,0.1988183484707692,0.0501447913131395,-2268.626848534922,-1.728837283773666,0.4539869066185809,1.654476451450439,1.3549478756509632,0.0071695441664978,0.1410546361225106,0.9034071600781366,6.706666666666666,3.000555555555556,0.012974465148378,6.828967320261438,-0.2184893905740071,-0.5328610783156242,6344.0,45,0.2210244321222124,4.086204577853089,5.199031983992414,410.562328026376,0.6619963882692578,0.0396557533235382,0.8791420281215023,0.0568587286280868,0.0065909313530583,-0.0377341299436864,1026.12,111.40696025655426,0.1585303294798974,0.4256756756756757,4.719034645501052,310.375923190792,-9.572998020661151,1.1386088635392255,45.60504506884816,0.6444444444444445,0.0707454949550046,7.567890917361206,54645.085580444975,1.115623781005484,0.0113298060910692,11.072513829631434,7.956017796852844,55,40.011785110640695,24660.60295876495,-0.5293192021286602,281.518329155094,0.0677585732970157,-0.2506394647247953,0.0036111720067278,-0.0613116555162009,66.61983471074379,3.3066541515842918,0.988883917433134,47.05078974875792,-0.2268483655521356,-0.2367928887315399,49.77272727272727,-0.0591963556884799,-2.107806965761511,0.0269607398143513,0.0666666666666666
O=P1(O)OC2=C(C3=C(C)C=C(C)C=C3C)C=C4C(C=CC=C4)=C2C5=C(O1)[C@@]([C@@]6=C(C)C=C(C)C=C6C)=CC7=C5C=CC=C7,44.87973261674978,2.619307448735372,38.90123456790132,2.384196372368914,5.638502528732698,0.0724015983563936,11.649662115638264,0.0147111596394875,0,0,0.2371526223655384,-0.0560747608999114,1666.7600000000002,50685.62530907582,83.92330780493333,1.011137322340425,-0.0007436186178755,6.168960747879398,-0.2305217715414085,0.9618633843620804,1.3279600819751147,-2.940908301049768,7.6649856531365295,-0.0387939221272554,2.8246712018140583,3.87425772186234,2077.2111119999995,471.799280975316,-0.3526550063706912,-1041.4182825484763,0.655624568668047,0.1852032475305888,1.919371468910603,1084.598198670588,0.8472560346128242,0.0292795629769568,0.2565598587420655,-4873.735173635952,4.841956244065125,0.9259915385907448,1.7788397009392882,1.5443413882000685,0.0809182447585008,0.3589895977333713,1.066953523558028,6.062793296089385,2.875555555555556,0.0106060606060605,6.222737430167596,-0.4276542606856537,2.1990349387900983,6038.0,43,-0.0141331586625156,2.833459778835321,5.198120333360594,380.9368857177018,0.7381034839098887,0.059213748531729,1.3249248057544425,-0.0413891139890719,0.0058388311995986,0.0898593891273133,1085.24,87.08637083535197,0.2232539562401205,0.421875,8.349138542973801,385.054136827168,-1.5873192579640023,0.9157665911246125,44.8314056701691,0.6046511627906976,-0.4324983507051307,9.71560579981867,63966.84640564045,1.024579285448851,0.0134396915172822,11.411398127152095,3.586804928845892,65,40.011785110640695,22641.204514776,-0.4381890758465014,337.1554861870941,-0.0134856013466211,0.0096455542464689,0.0007929825937566,-0.0455619806094181,270.443213296399,0.9542248804079632,0.9575296118344628,37.48382759377108,-0.5219083052050801,-0.5653106691324347,57.19736842105263,0.2696723910832122,-3.2142539584829515,0.0132611999755612,0.0
O=P1(O)OC2=C(C3=CC(C)=C(OC(C)C)C(C)=C3)C=C4C(C=CC=C4)=C2C5=C(O1)C(C6=CC(C)=C(OC(C)C)C(C)=C6)=CC7=C5C=CC=C7,56.37875628331759,2.613241893907273,38.13929583904896,2.3846157888061765,5.638935223817038,0.0144133814662237,11.650101570103548,-0.0232243101074637,0,2,0.0666811130911518,0.0179032745023482,2228.128,42281.096745479656,48.53093654769288,0.9672642296455638,0.0003056329262691,6.15168675805262,0.1063602583416708,0.8922135330736048,1.2439078604010478,1.501002718014212,7.533700625994695,-0.0515361262902246,2.3121995464852607,3.7059185402699537,2840.205136,531.3450050247519,0.1792070340179694,-544.3723456790123,0.7201408867828735,0.1533929961889966,0.8202643214387627,2119.3528811427404,0.8082398244986444,0.0270765668375112,0.1913031379730038,-2590.2669083854685,8.477411524570961,0.8856950404894129,1.3416915405136207,0.9888430131750438,0.1861024024655472,0.2667841307928749,0.9185861765418838,6.1817840375586846,3.000555555555556,0.0097959183673468,6.310619718309859,-0.0399583014328411,-0.2957258407833122,6390.0,49,-0.0187682190256042,2.8986456461678176,5.184771319146066,521.122279247768,0.7479512733528748,0.0472821545517736,1.024035810043763,0.0510110430405853,0.0050296323246046,0.1587157357131368,1316.7199999999998,81.48217436398123,0.1740706160089982,0.4166666666666667,7.896119810146192,411.2360047922621,-0.3007248503703683,1.1205994380617603,47.77672553285425,0.6122448979591837,-0.2164693572463101,9.686750534166258,65440.99998683133,1.3505572523993985,0.0126411100826983,11.510797537666225,3.518363668309371,79,41.00949140557311,23249.156187632005,-0.5244286328338382,361.84986549728205,0.0792773776533683,0.0338200735207003,-0.0015377408687531,-0.0014950033037732,324.75209876543187,0.9234581084730008,0.9109254868654484,38.92573717905056,-0.0143461419342185,-0.0111269179661294,65.65555555555557,-0.0369523219608563,-1.916804034081029,0.01707134224128,0.0204081632653061
O=P1(O)OC2=C(C3=CC=C(S(F)(F)(F)(F)F)C=C3)C=C4C(C=CC=C4)=C2C5=C(O1)C(C6=CC=C(S(F)(F)(F)(F)F)C=C6)=CC7=C5C=CC=C7,44.87973261674978,2.621594681206489,49.51732239736854,2.384818015203888,5.63916045906495,0.0193669008851552,11.65032259341348,-0.1302151559387908,0,0,0.0734516290705223,0.0140137015834811,1524.8519999999996,39780.69430833142,111.6539928473577,0.4231288601937057,0.000267079830001,5.570342392479388,0.0534159660002108,0.9755739010529892,1.2247795326908952,-2.360370886322444,8.08162876190476,,2.4787301587301585,1.587359113160281,1866.856244,380.143395345094,-0.1887251863735471,199.0173010380622,1.8608991845848413,0.1935732599649455,1.171176100081991,-135.6855663941493,0.8569401076654407,-0.0294768986925973,0.7151287742672828,869.2490039598341,-0.706695658302861,0.3705506963864347,1.692065276822264,0.5113444808220982,0.0299963735308897,3.371852998191821,0.846938648840282,6.622527607361963,3.500555555555556,0.013935860058309,6.758711656441719,0.067117651423674,-1.6133910034602073,5804.0,49,-0.0424969649045651,4.449922997298595,5.219892685353296,518.8691961840555,0.3908788154019761,0.0820270244746866,1.206962792536247,-0.0136666033172117,0.0061482933090713,-0.0161353427857345,1079.472,117.3633427008098,0.1825252096637541,0.3062499999999999,11.073648304082695,322.85973058049,-1.1119899100345922,0.927633490109282,75.80077725361613,0.6428571428571429,0.5379143938896418,9.679588016276494,54851.01645118647,0.7465132955490035,0.0140690721426186,10.996675764377784,12.934991443422362,57,26.194851569837414,22301.245733984,-0.4381875220884426,304.38871868649005,-0.0403411107618586,0.0313337957182912,-0.0324787855899305,0.0266368327755401,208.24221453287203,5.999734217961304,0.7384469135155445,48.10028830459683,0.063035858885256,0.0572462795478884,80.27941176470588,-0.1261768549963975,0.8156446763855008,0.0190584784762276,0.0
O=P1(O)OC2=C(C3=CC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)=C3)C=C6C(C=CC=C6)=C2C7=C(O1)C(C8=CC(C9=CC(C(F)(F)F)=CC(C(F)(F)F)=C9)=CC(C%10=CC(C(F)(F)F)=CC(C(F)(F)F)=C%10)=C8)=CC%11=C7C=CC=C%11,89.38734455032575,2.6154530428049165,-38.94071353446071,2.3844377559313616,5.638743133417643,-0.1434978696341378,11.649902220523554,-0.0210353750624405,0,0,-1.341233099159516,0.1408304436316103,3231.5880000000006,73180.35191839359,48.53093654769288,-0.0064107016689838,0.0036063053137642,5.840574219555341,1.5651365061736704,1.142043126181763,0.99823644283792,-1.6292329471051714,8.258778309978771,-0.2317050597949475,3.069750566893424,-0.1168823146098614,3889.884584000001,712.0199404456979,-0.1963522525078005,277.6683687180867,1.2549006026182723,0.1908358560287588,0.918500327223294,1542.4949022174162,0.723790565430071,-0.1295148027253947,0.4605653458988354,1505.9870521159226,4.284708061715045,-0.0520304556359472,1.6186563863550425,0.6469357397923293,0.1374604915295873,2.5678175439030118,0.6356910052596773,6.743092783505156,9.042222222222222,0.0076423614515586,6.870556701030928,0.0228156999241432,-0.8714222553027593,14024.0,93,-0.1156291225263112,4.928103743300383,5.191604770788636,1502.037073769103,0.4348267612920924,0.0607606804283011,1.1869930639006234,-0.1585126728664198,0.0047728931869697,0.1111062012530096,1962.24,113.85338441105702,0.0861157852377297,0.3398843930635838,13.671153096367757,574.4902198563759,29.656414712577256,1.0476808895688352,167.5168980041666,0.6344086021505376,-0.5389411977177848,12.821715331507848,113853.42111286812,1.3250629802989085,0.010772373842815,11.97825960177553,15.38422092106611,103,62.065663854438114,55901.660369327714,-0.4382930426319639,526.787092387094,-0.1043555855486312,0.2946991734915923,-0.0060125269078133,0.0220287561625027,237.8164471916149,6.965737706172464,0.6534882577663552,42.95112566668405,0.0454153872445382,0.0543252552943547,118.33606557377048,-0.0918760065989036,0.5833369090716107,0.0256074270645467,0.0
O=P1(O)OC2=C(CC3=CC=C(OC)C=C3)C=C4C(CCCC4)=C2C5=C(O1)C(CC6=CC=C(OC)C=C6)=CC7=C5CCCC7,34.12495031652961,2.597906353319379,31.214290123456813,2.4076921222381458,5.662232719386559,0.0899780404129309,11.673511474137538,0.0333389246568031,0,0,0.4252895898200101,-0.0570673815212236,1764.284,51916.04608893581,36.39820241076966,,-0.001092041679397,5.367934744419612,-0.2970353367959881,0.9662003707740257,1.195613661866075,-1.895787671232877,7.613439465753426,-0.0606837606837606,1.969160997732426,0.0,2223.1243240000003,420.070027403772,-0.2185975982972473,-539.8750000000001,0.7357810148507823,0.0984121376849335,1.4945927686645124,93.20288864957269,0.8546531732467517,-0.1028549523751122,0.1437924198845541,-2537.769563157785,0.4017365890067788,,1.541492169758459,1.6080351727822575,0.0500302677728947,0.2004421975102108,0.7965928415369852,5.978357487922705,2.077222222222222,0.0114164904862579,6.105217391304348,-0.0564639822318598,-1.1162500000000002,5288.0,43,-0.100526199882112,2.5097711775113813,5.150422345260642,452.6226826597901,0.8366100354285082,0.0310385769070162,0.9710356471543776,0.0230046051304185,0.004538307968306,0.007560137581781,1237.52,71.66125188177777,0.1817627818929371,0.3333333333333333,4.810979420587525,359.85086405456394,-4.3517442574999805,1.2554527071710784,40.01048084800748,0.627906976744186,-0.1143510493630106,8.306859807615579,57819.444389111566,1.3309012175408936,0.0168508794912798,11.251869996085365,3.506075793514708,73,23.676126124070613,19230.67314944,-0.5299073547650609,332.102045137772,0.0388457063127306,-0.1932605225962649,0.0024482210064524,-0.0086314071969696,117.58749999999996,0.9999864716101776,0.8723673135228082,39.92630910868334,-0.0755487938132709,-0.0936179460420054,51.1875,-0.1252560395854633,-1.635984848484849,0.0191360046717909,0.0232558139534883
O=P1(O)OC2=C(CC3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C=C4C(CCCC4)=C2C5=C(O1)C(CC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)=CC7=C5CCCC7,22.6259266499618,2.599634401903205,129.74331625654375,2.4075456939177293,5.662082182850648,-0.024654718261442,11.673358480037244,-0.0219309679452793,0,0,-0.1481321089981055,-0.0013664253354332,1942.624,58253.86842794584,12.13273413692322,,-3.244998845837847e-05,5.662029204728519,-0.0103190963297643,1.0756328414413447,1.228409897793292,-1.5463808330349686,7.881738723684212,-0.2102655877165681,2.462222222222222,0.0,2396.0485720000006,445.1835357369801,-0.1566449861877618,-103.15192743764162,1.1717031668504805,0.1293427624270174,1.4598897095638297,1507.301672523898,0.8081410647696516,0.0272689037643983,0.3986228033055043,-394.67626598968127,5.797314125091916,,1.5596075885068224,0.9352500109012872,0.1287277452800478,1.7451879970021469,0.6215533291766231,6.390769230769231,4.035555555555555,0.0124149659863945,6.504190045248868,0.0688729729755577,-1.9600821460659732,7726.0,55,0.0037088307636034,3.842988287432733,5.155196285618269,676.3285585370656,0.403907928412103,0.0429603441213154,1.2689129926926106,-0.0258258679483768,0.0056860494516801,0.1275288053039001,1412.36,90.6156061881122,0.1399540655430969,0.323076923076923,7.0884567800170535,379.3960119242621,5.468328834183681,1.2442239057275537,84.99744537172818,0.6363636363636364,-0.6926743281934143,9.718565987546882,65332.6338774011,1.3589788459394776,0.0149262469475946,11.156439257725332,12.045138321865858,77,28.656959955317248,29418.608101479866,-0.4388403952558343,354.080232954376,-0.0446987929219153,0.1458316629096676,-0.0053734795262967,0.0278265758363268,296.1632653061223,5.914892741869774,0.6274481709515233,41.883558187200094,0.0664605486422437,0.0622062438176046,75.55952380952382,-0.1893095347725495,-0.2897526051619146,0.0237480875221687,0.0
O=P1(O)OC2=C(CC3=C(C=CC=C4)C4=CC5=C3C=CC=C5)C=C6C(C=CC=C6)=C2C7=C(O1)C(CC8=C(C=CC=C9)C9=CC%10=C8C=CC=C%10)=CC%11=C7C=CC=C%11,22.6259266499618,2.60532637192312,-1.6331241710029074,2.381242648203953,5.635298748913385,0.0713153543636385,11.646326343521448,0.0457370311916,0,0,0.2474676263836821,-0.0236364304539294,1987.688,50206.70193996769,145.59280964307868,1.1408350727738807,-0.0002898216357022,6.345876259849925,-0.0927429234247253,0.9015719635211348,0.9543114576966684,0.2084516064206585,7.57151271732523,-0.0311189993238674,2.0507936507936506,12.979009841874824,2491.0276840000006,539.1107134288661,0.0272529923035112,-86.61983471074382,0.6532237422143853,-0.0056404784303442,1.1333989899817467,-490.9316259605968,0.8601238895544925,-0.0061289394118986,0.033627853873797,-388.8119789622416,-1.917701663908581,0.92471438600948,1.717294349948666,1.6443438271558912,0.0035120286387794,0.0456865408553753,0.9446320499292286,5.9881938325991175,2.424444444444444,0.0080735930735931,6.1468281938326,-0.0896902704892143,-0.203021694214876,6724.0,55,-0.0452068367706191,2.709350809448705,5.170778966772922,616.2746782779657,0.7820365404717539,-0.0016952958660948,1.2708045491926552,0.0078578457661665,0.0048144967301499,-0.0369223336408436,1359.3199999999997,84.61796082611455,0.1896303149575139,0.3658536585365853,-0.2797238179056534,458.1172859226781,-2.1393203574379998,1.0861413594003242,57.20680953680911,0.6181818181818182,-0.1759172633051725,10.985703711733583,75504.98389562123,1.206425003288759,0.0132982926937561,11.77137812537524,3.575599206225492,73,42.24652258624144,25032.840701248,-0.4387784450174357,422.786972765282,0.0210659168352831,-0.1211288583539112,0.0021318311310888,-0.0052855617866981,14.704545454545412,0.8363838129057601,0.9049696048234496,38.03580023345917,-0.0693515880282695,-0.0634906586577891,57.07954545454545,-0.0246528474399272,-0.257797127115309,0.012261649924982,0.0
O=P1(O)OC2=C(CC3=CC=C(C(F)(F)F)C=C3C(F)(F)F)C=C4C(C=CC=C4)=C2C5=C(O1)C(CC6=C(C(F)(F)F)C=C(C(F)(F)F)C=C6)=CC7=C5C=CC=C7,22.6259266499618,2.601471564969695,5.114975548031869,2.386210049292521,5.640516101398777,-0.0830326949415491,11.651675317409666,-0.1541131510630168,0,0,-0.5239720020117739,0.0099076756984895,1790.112,41113.5042764613,60.6636706846161,0.3171516423440197,0.0002638046122677,5.549653950997294,0.0670063715160131,1.0640042420301985,1.2303350525360333,-1.293112709731102,8.234021414448671,-0.2102655877165681,2.4997732426303854,1.1700031683681726,2165.5476320000007,402.22523120079205,-0.1415230220442406,-6.409972299168979,1.1770644517357685,0.1433427162397675,1.1198377758030331,77.82524198325136,0.9178263303170364,-0.0188529596584379,0.4332965281359467,92.54004631811232,0.3474341159966578,0.2678499418400666,1.6154537465176084,0.6481746086966628,0.0411405349668036,2.0815629521948984,0.9587861313288224,6.6416393442622965,4.368888888888888,0.0124149659863945,6.766945355191258,-0.0536694056317293,-0.5016031583309706,7590.0,55,-0.0079917754693573,4.40343272841755,5.159919536968452,662.4815644440839,0.4412433339687118,0.0487817851408569,1.1752717277176867,-0.0845027024607108,0.0065603931962386,0.008324539344901,1215.4200000000003,109.33196761515195,0.1383150809450364,0.323076923076923,6.878231704860828,354.0269140915841,13.72195444702216,1.0234832941243872,76.51056838582612,0.6363636363636364,-0.1704806977697468,8.657594281108533,60724.62959335138,1.1765126165497692,0.012298286209728,11.0938679648474,13.391994987325422,65,28.92916759778149,29887.455657531063,-0.4388088063220435,325.819163036792,-0.0593173125126988,0.2787323687104371,-0.0398938966441962,-0.0152527700831028,163.32409972299172,6.188534867526508,0.9447685760208898,47.99224338325808,-0.0348753157977666,-0.0223978285427785,69.9342105263158,-0.0377784255217538,-0.0242801981029128,0.0266262865576015,0.0
